Event	ID	Name			Wwise Object Path	Notes
	398727428	Play_Typewriter_Slides			\Default Work Unit\Play_Typewriter_Slides	
	614124066	OBJ_RockCollide			\Default Work Unit\LOCAL\ROCKS\OBJ_RockCollide	
	721889916	Play_CNNWLK_Grass			\Default Work Unit\GLOBAL\Play_CNNWLK_Grass	
	866718607	UI_Stamp			\Default Work Unit\GLOBAL\UI\UI_Stamp	
	1054363565	EMIT_Birds			\Default Work Unit\GLOBAL\AMBIENCE\EMITTERS\EMIT_Birds	
	1225233505	EMIT_Cicadas			\Default Work Unit\GLOBAL\AMBIENCE\EMITTERS\EMIT_Cicadas	
	1862066479	EMIT_River			\Default Work Unit\GLOBAL\AMBIENCE\EMITTERS\EMIT_River	
	1901013417	UI_CheckOff			\Default Work Unit\GLOBAL\UI\UI_CheckOff	
	2331991283	OBJ_PickupCan			\Default Work Unit\GLOBAL\OBJECT\GARBAGE\OBJ_PickupCan	
	2507641825	OBJ_PickupPlasticBottle			\Default Work Unit\GLOBAL\OBJECT\GARBAGE\OBJ_PickupPlasticBottle	
	2542323829	OBJ_PickupChipPacket			\Default Work Unit\GLOBAL\OBJECT\GARBAGE\OBJ_PickupChipPacket	
	2574415040	BEDAMB_WaterLaps			\Default Work Unit\LOCAL\DUCKS\BEDAMB_WaterLaps	
	2870480783	EMIT_Ducks			\Default Work Unit\LOCAL\DUCKS\EMIT_Ducks	
	3472354586	OBJ_RockStackFalls			\Default Work Unit\LOCAL\ROCKS\OBJ_RockStackFalls	
	3587600583	AMB_Bed			\Default Work Unit\GLOBAL\AMBIENCE\AMB_Bed	
	3849891620	BallCollide			\Default Work Unit\LOCAL\BallCollide	
	4108701605	OBJ_FossilPOI			\Default Work Unit\LOCAL\ROCKS\OBJ_FossilPOI	
	4254456693	PLYR_Footstep			\Default Work Unit\GLOBAL\PLAYER\PLYR_Footstep	

Switch Group	ID	Name			Wwise Object Path	Notes
	2450193098	Locomotion_Speed			\Default Work Unit\Locomotion_Speed	
	2739821022	Locomotion_Material			\Default Work Unit\Locomotion_Material	

Switch	ID	Name	Switch Group			Notes
	1296465089	Sprint	Locomotion_Speed			
	2108779966	Walk	Locomotion_Speed			
	2058049674	Wood	Locomotion_Material			
	2195636714	Dirt	Locomotion_Material			
	4248645337	Grass	Locomotion_Material			

State Group	ID	Name			Wwise Object Path	Notes
	3285234865	PlayerState			\Default Work Unit\PlayerState	

State	ID	Name	State Group			Notes
	0	None	PlayerState			
	340271938	Walking	PlayerState			
	3353412347	Sitting	PlayerState			
	3484357458	Journal	PlayerState			

Custom State	ID	Name	State Group	Owner		Notes
	571067494	Sitting	PlayerState	\Actor-Mixer Hierarchy\Default Work Unit\GLOBAL		
	745928592	Journal	PlayerState	\Actor-Mixer Hierarchy\Default Work Unit\GLOBAL\AMBIENCE		
	949563131	Sitting	PlayerState	\Actor-Mixer Hierarchy\Default Work Unit\GLOBAL\AMBIENCE		

Game Parameter	ID	Name			Wwise Object Path	Notes
	1277399449	RockCollideForce			\Default Work Unit\RockCollideForce	
	1774519205	BallCollideForce			\Default Work Unit\BallCollideForce	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	8622858	packet collect3	C:\Users\s182378\Documents\Miska-2019\MISKA-Audio Wwise\.cache\Windows\SFX\packet collect3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\GLOBAL\PLAYER CHARACTER\GAMEPLAY\OBJECTS\GARBAGE\pickup\ChipPacket\packet collect3		269376
	31473344	ball bounce grass2	C:\Users\s182378\Documents\Miska-2019\MISKA-Audio Wwise\.cache\Windows\SFX\ball bounce grass2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\GLOBAL\S\Ball\ball bounce grass2		194624
	36869918	thick-billed flowerpecker calls- india 191204	C:\Users\s182378\Documents\Miska-2019\MISKA-Audio Wwise\.cache\Windows\SFX\thick-billed flowerpecker calls- india 191204_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\GLOBAL\AMBIENCE\Emitters\Birds\thick-billed flowerpecker calls- india 191204		3821586
	39096433	can collect	C:\Users\s182378\Documents\Miska-2019\MISKA-Audio Wwise\.cache\Windows\SFX\can collect_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\GLOBAL\PLAYER CHARACTER\GAMEPLAY\OBJECTS\GARBAGE\pickup\Can\can collect		70208
	41777339	grasswalk3	C:\Users\s182378\Documents\Miska-2019\MISKA-Audio Wwise\.cache\Windows\SFX\grasswalk3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\GLOBAL\PLAYER CHARACTER\GAMEPLAY\Footstep\Speed\Walk\Terrain Material\WLK_Grass\grasswalk3		194504
	45904059	Levers_Sliders_227-ss_02	C:\Users\s182378\Documents\Miska-2019\MISKA-Audio Wwise\.cache\Windows\SFX\Levers_Sliders_227-ss_CB828E62.wem		\Actor-Mixer Hierarchy\Default Work Unit\GLOBAL\UI\Typewriter Slides\Levers_Sliders_227-ss_02		108098
	70690693	IMPACT ROCKS FALL SCATTER CEMENT 01	C:\Users\s182378\Documents\Miska-2019\MISKA-Audio Wwise\.cache\Windows\SFX\IMPACT ROCKS FALL SCATTER CEMENT 01_1A2C0213.wem		\Actor-Mixer Hierarchy\Default Work Unit\GLOBAL\R\OBJECTS\RockCollide\IMPACT ROCKS FALL SCATTER CEMENT 01		42940
	72370513	canteen_run	C:\Users\s182378\Documents\Miska-2019\MISKA-Audio Wwise\.cache\Windows\SFX\canteen_run_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\GLOBAL\PLAYER CHARACTER\GAMEPLAY\Footstep\Speed\Running\Canteen\canteen_run		64576
	85579563	Levers_Sliders_227-ss_04	C:\Users\s182378\Documents\Miska-2019\MISKA-Audio Wwise\.cache\Windows\SFX\Levers_Sliders_227-ss_106A4F4F.wem		\Actor-Mixer Hierarchy\Default Work Unit\GLOBAL\UI\Typewriter Slides\Levers_Sliders_227-ss_04		86288
	95813090	CHAR_KeyJingle1	C:\Users\s182378\Documents\Miska-2019\MISKA-Audio Wwise\.cache\Windows\SFX\CHAR_KeyJingle1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\GLOBAL\PLAYER CHARACTER\GAMEPLAY\Footstep\Jingle\CHAR_KeyJingle1		103532
	101642060	CHAR_StepDirt2	C:\Users\s182378\Documents\Miska-2019\MISKA-Audio Wwise\.cache\Windows\SFX\CHAR_StepDirt2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\GLOBAL\PLAYER CHARACTER\GAMEPLAY\Footstep\Speed\Walk\Terrain Material\WLK_Dirt\CHAR_StepDirt2		155508
	116744292	river	C:\Users\s182378\Documents\Miska-2019\MISKA-Audio Wwise\.cache\Windows\SFX\river 1_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\GLOBAL\AMBIENCE\Emitters\Riv\river		8842972
	138724543	wood walk2	C:\Users\s182378\Documents\Miska-2019\MISKA-Audio Wwise\.cache\Windows\SFX\wood walk2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\GLOBAL\PLAYER CHARACTER\GAMEPLAY\Footstep\Speed\Running\Terrain\RUN_Wood\wood walk2		97344
	144648537	ball bounce grass	C:\Users\s182378\Documents\Miska-2019\MISKA-Audio Wwise\.cache\Windows\SFX\ball bounce grass_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\GLOBAL\S\Ball\ball bounce grass		37952
	151541401	FossilPoIBreak	C:\Users\s182378\Documents\Miska-2019\MISKA-Audio Wwise\.cache\Windows\SFX\rockbell_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\GLOBAL\R\OBJECTS\FossilPoIBreak		638020
	159767409	run_dirt3	C:\Users\s182378\Documents\Miska-2019\MISKA-Audio Wwise\.cache\Windows\SFX\run_dirt3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\GLOBAL\PLAYER CHARACTER\GAMEPLAY\Footstep\Speed\Running\Terrain\RUN_Dirt\run_dirt3		74608
	182608478	ducks on canal 01	C:\Users\s182378\Documents\Miska-2019\MISKA-Audio Wwise\.cache\Windows\SFX\ducks on canal 01_2B7606C8.wem		\Actor-Mixer Hierarchy\Default Work Unit\GLOBAL\D\Ducks\ducks on canal 01		571412
	191058033	can collect3	C:\Users\s182378\Documents\Miska-2019\MISKA-Audio Wwise\.cache\Windows\SFX\can collect3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\GLOBAL\PLAYER CHARACTER\GAMEPLAY\OBJECTS\GARBAGE\pickup\Can\can collect3		115264
	220955263	wood walk3	C:\Users\s182378\Documents\Miska-2019\MISKA-Audio Wwise\.cache\Windows\SFX\wood walk3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\GLOBAL\PLAYER CHARACTER\GAMEPLAY\Footstep\Speed\Running\Terrain\RUN_Wood\wood walk3		103488
	225701338	run_dirt4	C:\Users\s182378\Documents\Miska-2019\MISKA-Audio Wwise\.cache\Windows\SFX\run_dirt4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\GLOBAL\PLAYER CHARACTER\GAMEPLAY\Footstep\Speed\Running\Terrain\RUN_Dirt\run_dirt4		84620
	227218511	can collect4	C:\Users\s182378\Documents\Miska-2019\MISKA-Audio Wwise\.cache\Windows\SFX\can collect4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\GLOBAL\PLAYER CHARACTER\GAMEPLAY\OBJECTS\GARBAGE\pickup\Can\can collect4		117312
	236611281	Dog akita puppy single bark_BLASTWAVEFX_00090	C:\Users\s182378\Documents\Miska-2019\MISKA-Audio Wwise\.cache\Windows\SFX\Dog akita puppy single bark_BLASTWAVEFX_00090_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\GLOBAL\R\ANIMALS\CANINE\FOX\Fox barks\Dog akita puppy single bark_BLASTWAVEFX_00090		56920
	252657119	canteen_walk	C:\Users\s182378\Documents\Miska-2019\MISKA-Audio Wwise\.cache\Windows\SFX\canteen_walk_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\GLOBAL\PLAYER CHARACTER\GAMEPLAY\Footstep\Speed\Walk\Canteen\canteen_walk		65600
	273585866	wood walk4	C:\Users\s182378\Documents\Miska-2019\MISKA-Audio Wwise\.cache\Windows\SFX\wood walk4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\GLOBAL\PLAYER CHARACTER\GAMEPLAY\Footstep\Speed\Running\Terrain\RUN_Wood\wood walk4		107584
	280487932	bottle collect3	C:\Users\s182378\Documents\Miska-2019\MISKA-Audio Wwise\.cache\Windows\SFX\bottle collect3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\GLOBAL\PLAYER CHARACTER\GAMEPLAY\OBJECTS\GARBAGE\pickup\PlasticBottle\bottle collect3		105280
	281232217	Emerald-spotted Wood Dove	C:\Users\s182378\Documents\Miska-2019\MISKA-Audio Wwise\.cache\Windows\SFX\Emerald-spotted Wood Dove_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\GLOBAL\AMBIENCE\Emitters\Birds\Emerald-spotted Wood Dove		6548144
